title,original_price,sale_price,upper,ground,len_score,foot_score,weight(g),image_url,url,silo_x,brand,silo_y,silo_kor,position1,position2,position3,feature
푸마 킹 얼티메이트 에너지 FGAG  ,269000,119000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",5.0,3.0,,https://www.crazy11.co.kr/shopimages/winv007/001006000895.jpg?1733718017,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=804957&xcode=257&mcode=004&scode=005&type=Y&sort=order&cur_code=257&search=&GfDT=ZmZ3Ulk%3D,킹 얼티메이트,PUMA,king ultimate,킹 얼티메이트,,,,control
푸마 퓨처 7 매치 플러스 LL FGAG ,129000,89000,합성가죽,"천연잔디, 인조잔디",4.0,4.0,232,https://www.crazy11.co.kr/shopimages/winv007/001006001003.jpg?1733717902,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808543&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm18W11C,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 얼티메이트 FGAG ,289000,169000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",4.0,3.0,206,https://www.crazy11.co.kr/shopimages/winv007/001006000972.jpg?1737011620,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807645&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm54W11A,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 얼티메이트 MG ,289000,199000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,2.0,206,https://www.crazy11.co.kr/shopimages/winv007/001006001001.jpg?1733717901,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808527&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=ZmZ3UFQ%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 프로 FGAG,179000,125000,"합성가죽, 니트","천연잔디, 인조잔디",4.0,3.0,234,https://www.crazy11.co.kr/shopimages/winv007/001006001009.jpg?1733717897,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=808651&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=aGZ3WQ%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 프로 FGAG ,179000,129000,"합성가죽, 니트","천연잔디, 인조잔디",4.0,3.0,234,https://www.crazy11.co.kr/shopimages/winv007/001006000984.jpg?1733717929,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807969&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bml4W14%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 7 프로 플러스 FGAG ,269000,189000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",4.0,4.0,237,https://www.crazy11.co.kr/shopimages/winv007/001006000954.jpg?1733717962,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=807005&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bG13U1k%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 얼티메이트 FGAG ,289000,119000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",5.0,3.0,217,https://www.crazy11.co.kr/shopimages/winv007/001006000903.jpg?1733718010,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805288&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=Zml3UFw%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 얼티메이트 MG ,289000,159000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디, 맨땅",5.0,3.0,219,https://www.crazy11.co.kr/shopimages/winv007/001006000902.jpg?1733718009,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805287&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm91W15B,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 얼티메이트 로우 FGAG ,279000,139000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디",5.0,3.0,211,https://www.crazy11.co.kr/shopimages/winv007/001006000901.jpg?1733718009,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805286&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=bm5%2BW11D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
푸마 퓨처 프로 MG ,179000,89000,"인조가죽, 합성가죽, 니트","천연잔디, 인조잔디, 맨땅",4.0,3.0,225,https://www.crazy11.co.kr/shopimages/winv007/001006000907.jpg?1733718010,https://www.crazy11.co.kr/shop/shopdetail.html?branduid=805334&xcode=257&mcode=004&scode=007&type=Y&sort=order&cur_code=257&search=&GfDT=amZ3VQ%3D%3D,퓨처,PUMA,future,퓨처,FW, MF, DF,comfortable
