,position,country,name,club,boots,age,height,name_ko,id,team_name,eng_name_x,color_x,img,boots_ko,boots_img,img_src,position_ko,country_ko
1391,Midfielder,Portugal,Mateus Fernandes,Southampton,Nike Mercurial Vapor 16 Elite,20,178,마테우스 페르난데스,300270857,사우샘프턴,Southampton,#D71920,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p270857.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/8466.png,미드필더,포르투갈
1392,Forward,Brazil,Matheus Cunha,Wolves,Nike Tiempo Legend 10 Elite,25,183,마테우스 쿠냐,219240243,울버햄튼 원더러스,Wolves,#EB9504,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p240243.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8602.png,공격수,브라질
1393,Midfielder,Brazil,Matheus França,Crystal Palace,Nike Mercurial Vapor 15 Elite,20,184,마테우스 프랑사,300265420,크리스털 팰리스,Crystal Palace,#0055A5,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p265420.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/9826.png,미드필더,브라질
1394,Midfielder,Portugal,Matheus Nunes,Manchester City,adidas Copa Pure 2 Elite KT,26,183,마테우스 누네스,260253124,맨체스터 시티,Manchester City,#69A8D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p260253124.png,아디다스 코파 퓨어 2 Elite KT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed97ff1268a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8456.png,미드필더,포르투갈
1395,Goalkeeper,Australia,Mathew Ryan,RC Lens,Nike Mercurial Vapor 15 Elite,32,184,매튜 라이언,206199005,랑스,RC Lens,#D89F00,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p199005.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8588.png,골키퍼,호주
1396,Forward,Austria,Mathias Honsak,1. FC Heidenheim 1846,Nike Mercurial Superfly 9 Elite,28,188,마티아스 혼작,300232156,하이덴하임,1. FC Heidenheim 1846,#E20613,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p232156.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/94937.png,공격수,오스트리아
1397,Midfielder,Denmark,Mathias Jensen,Brentford FC,Nike Mercurial Vapor 16 Elite,29,180,마티아스 옌센,253229723,브렌트퍼드,Brentford FC,#C00808,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p253229723.png,나이키 머큐리얼 베이퍼 16 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/671969c4b1e92.png,https://images.fotmob.com/image_resources/logo/teamlogo/9937.png,미드필더,덴마크
1398,Defender,Uruguay,Mathías Olivera,SSC Napoli,Nike Mercurial Superfly 10 Elite,27,185,마티아스 올리베라,810240716,나폴리,SSC Napoli,#12A0D7,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p810240716.png,나이키 머큐리얼 슈퍼플라이 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/6719678447fdd.png,https://images.fotmob.com/image_resources/logo/teamlogo/9875.png,수비수,우루과이
1399,Forward,France,Mathias Pereira Lage,Stade Brestois 29,Puma Future 7 Ultimate,28,180,마티아 페레이라 라지,834233061,브레스트,Stade Brestois 29,#ED1C24,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p834233061.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8521.png,공격수,프랑스
1400,Goalkeeper,France,Mathieu Gorgelin,Le Havre AC,adidas Predator Elite,34,187,매튜 고질란,300199721,르 아브르,Le Havre AC,#6FB0D8,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p199721.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9746.png,골키퍼,프랑스
1401,Forward,France,Mathis Lambourde,Hellas Verona,Nike Phantom GX Elite,19,179,마티스 랑부르드,300278230,베로나,Hellas Verona,#002F6C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p278230.png,나이키 팬텀 GX Elite,https://www.footballbootsdb.com/logos/boots/2023/10/652e666a3026d.png,https://images.fotmob.com/image_resources/logo/teamlogo/9876.png,공격수,프랑스
1402,Forward,France,Mathys Tel,Tottenham Hotspur,adidas Predator Elite FT,19,183,마티스 텔,804268421,토트넘 홋스퍼,Tottenham Hotspur,#132257,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p804268421.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8586.png,공격수,프랑스
1403,Defender,Argentina,Matías Moreno,ACF Fiorentina,Nike Tiempo Legend 10 Elite,21,193,마티아스 모레노,300276820,피오렌티나,ACF Fiorentina,#5F259F,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p276820.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8535.png,수비수,아르헨티나
1404,Forward,Argentina,Matías Soulé,AS Roma,adidas F50 Elite,21,182,마티아스 수울레,820265695,로마,AS Roma,#9C0922,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p820265695.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8686.png,공격수,아르헨티나
1405,Midfielder,Uruguay,Matías Vecino,SS Lazio,Nike Phantom GX 2 Elite,33,187,마티아스 베시노,810219985,라치오,SS Lazio,75ACD4,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p810219985.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,미드필더,우루과이
1406,Defender,Serbia,Matija Nastasić,CD Leganés,Nike Mercurial Vapor 15 Elite,31,187,마티야 나스타시치,210205362,레가네스,CD Leganés,#0057B7,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p210205362.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/7854.png,수비수,세르비아
1407,Defender,Germany,Mats Hummels,AS Roma,adidas Copa Pure 2 Elite,36,191,마츠 훔멜스,810178603,로마,AS Roma,#9C0922,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p810178603.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8686.png,수비수,독일
1408,Midfielder,Netherlands,Mats Wieffer,Brighton & Hove Albion,Puma Future 7 Ultimate,25,188,마츠 비퍼르,820248793,브라이턴 앤 호브,Brighton & Hove Albion,#0850A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p820248793.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/10204.png,미드필더,네덜란드
1409,Defender,Ireland,Matt Doherty,Wolves,Nike Phantom GX 2 Elite,33,185,맷 도허티,215201417,울버햄튼 원더러스,Wolves,#EB9504,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p215201417.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8602.png,수비수,아일랜드
1410,Midfielder,Denmark,Matt O'Riley,Brighton & Hove Albion,Nike Mercurial Vapor 15 Elite,24,189,매트 오라일리,300240734,브라이턴 앤 호브,Brighton & Hove Albion,#0850A0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p240734.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/10204.png,미드필더,덴마크
1411,Defender,England,Matt Targett,Newcastle United,Nike Phantom GX 2 Elite,29,183,맷 타겟,300218659,뉴캐슬 유나이티드,Newcastle United,#141413,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p218659.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/10261.png,수비수,영국
1412,Goalkeeper,United States,Matt Turner,Crystal Palace,Nike Phantom GX 2 Elite,30,191,맷 터너,270233267,크리스털 팰리스,Crystal Palace,#0055A5,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p270233267.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/9826.png,골키퍼,미국
1413,Forward,Italy,Matteo Cancellieri,Parma Calcio 1913,Nike Mercurial Superfly 9 Elite,23,185,마테오 칸첼리에리,300263929,파르마,Parma Calcio 1913,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p263929.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/10167.png,공격수,이탈리아
1414,Defender,Italy,Matteo Darmian,Inter,adidas Predator Elite,35,183,마테오 다르미안,206184392,인테르 밀라노,Inter,#010E80,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p184392.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8636.png,수비수,이탈리아
1415,Defender,Italy,Matteo Gabbia,AC Milan,adidas Copa Pure 2 Elite,25,185,마테오 가비아,280240277,AC 밀란,AC Milan,#CF2C27,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p280240277.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8564.png,수비수,이탈리아
1416,Midfielder,France,Mattéo Guendouzi,SS Lazio,adidas Predator Elite LL,25,185,마테오 귀엥두지,267236496,라치오,SS Lazio,75ACD4,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p267236496.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,미드필더,프랑스
1417,Midfielder,Italy,Matteo Pessina,AC Monza,Nike Phantom GX 2 Elite,27,187,마테오 페시나,242239613,몬차,AC Monza,#E10032,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p242239613.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/6504.png,미드필더,이탈리아
1418,Forward,Italy,Matteo Politano,SSC Napoli,adidas F50 Elite LL,31,171,마테오 폴리타노,221216409,나폴리,SSC Napoli,#12A0D7,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p221216409.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9875.png,공격수,이탈리아
1419,Midfielder,Italy,Matteo Prati,Cagliari Calcio,Nike Tiempo Legend 10 Elite,21,185,마테오 프라티,300272725,칼리아리,Cagliari Calcio,#B51F2B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p272725.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8529.png,미드필더,이탈리아
1420,Midfielder,Italy,Matteo Ruggeri,Atalanta BC,Puma Future 7 Ultimate,22,187,마테오 루제리,826259584,아탈란타,Atalanta BC,#004CA6,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p826259584.png,퓨마 퓨처 7 Ultimate,https://www.footballbootsdb.com/logos/boots/2024/10/6703aad2e6ebd.png,https://images.fotmob.com/image_resources/logo/teamlogo/8524.png,미드필더,이탈리아
1421,Defender,Germany,Matthias Ginter,SC Freiburg,adidas Copa Pure 2 Elite KT,31,189,마티아스 긴터,201207862,프라이부르크,SC Freiburg,#BD1C2C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p207862.png,아디다스 코파 퓨어 2 Elite KT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed97ff1268a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8358.png,수비수,독일
1422,Defender,Netherlands,Matthijs de Ligt,Manchester United,Nike Phantom GX 2 Elite,25,189,마타이스 더 리흐트,287235243,맨체스터 유나이티드,Manchester United,#C70101,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p287235243.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/10260.png,수비수,네덜란드
1423,Forward,France,Matthis Abline,FC Nantes,adidas X Crazyfast Elite LL,21,182,마티스 아블린,814264422,낭트,FC Nantes,#D1A302,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p814264422.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9830.png,공격수,프랑스
1424,Defender,Italy,Mattia Bani,Genoa CFC,adidas Predator Accuracy.1 L,31,188,마티아 바니,300224378,제노아,Genoa CFC,CB1111,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p224378.png,아디다스 프레데터 애큐러시.1 L,https://www.footballbootsdb.com/logos/boots/2023/10/652577f62c64a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10233.png,수비수,이탈리아
1425,Defender,Italy,Mattia De Sciglio,Empoli FC,adidas Predator Elite FT,32,183,마티아 데 실리오,814206058,엠폴리,Empoli FC,#005098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p206058.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8534.png,수비수,이탈리아
1426,Forward,Italy,Mattia Felici,Cagliari Calcio,Puma ONE 20.1,23,182,마티아 펠리치,300248857,칼리아리,Cagliari Calcio,#B51F2B,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p248857.png,퓨마 ONE 20.1,https://www.footballbootsdb.com/logos/boots/2020/06/5edd028d896ce.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8529.png,공격수,이탈리아
1427,Goalkeeper,Italy,Mattia Perin,Juventus,adidas Predator Elite,32,188,마티아 페린,260198009,유벤투스,Juventus,#000001,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p260198009.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9885.png,골키퍼,이탈리아
1428,Defender,Italy,Mattia Viti,Empoli FC,adidas Predator Accuracy.1 L,23,190,마티아 비티,300264044,엠폴리,Empoli FC,#005098,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p264044.png,아디다스 프레데터 애큐러시.1 L,https://www.footballbootsdb.com/logos/boots/2023/10/652577f62c64a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8534.png,수비수,이탈리아
1429,Forward,Italy,Mattia Zaccagni,SS Lazio,adidas F50 Elite Mid-Cut,29,177,마티아 자카그니,287220502,라치오,SS Lazio,75ACD4,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p287220502.png,아디다스 F50 Elite Mid-Cut,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8b53e7d75.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8543.png,공격수,이탈리아
1430,Midfielder,Sweden,Mattias Svanberg,VfL Wolfsburg,Nike Phantom GX 2 Elite,26,185,마티아스 스반베리,276228946,볼프스부르크,VfL Wolfsburg,#65B32E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p276228946.png,나이키 팬텀 GX 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196d100cf15.png,https://images.fotmob.com/image_resources/logo/teamlogo/8721.png,미드필더,스웨덴
1431,Defender,Poland,Matty Cash,Aston Villa,Under Armour Clone Magnetico Pro,27,185,매티 캐시,273227174,애스턴 빌라,Aston Villa,#7D1142,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p273227174.png,언더아머 클론 마그네티코 Pro,https://www.footballbootsdb.com/logos/boots/2022/04/624955c5cd44a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10252.png,수비수,폴란드
1432,Midfielder,Slovakia,Matus Bero,VfL Bochum,adidas Predator Elite LL,29,181,마투스 베로,300235297,보훔,VfL Bochum,#0868B0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p235297.png,아디다스 프레데터 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed90b7735d2.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9911.png,미드필더,슬로바키아
1433,Goalkeeper,Russia,Matvey Safonov,Paris Saint-Germain,Nike Tiempo Legend 10 Elite,26,192,마트베이 사포노프,300240225,파리 생제르맹,Paris Saint-Germain,#273F6D,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p240225.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/9847.png,골키퍼,러시아
1434,Goalkeeper,Belgium,Matz Sels,Nottingham Forest,Nike Tiempo Legend 10 Elite,33,188,마츠 셀스,300199641,노팅엄 포레스트,Nottingham Forest,#C8102E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p199641.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/10203.png,골키퍼,벨기에
1435,Midfielder,Uruguay,Mauro Arambarri,Getafe CF,adidas X Crazyfast Elite,29,175,마우로 아람바리,273232665,헤타페,Getafe CF,#084888,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p273232665.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8305.png,미드필더,우루과이
1436,Defender,England,Max Aarons,Valencia CF,adidas F50 Elite,25,177,맥스 애런스,219240060,발렌시아,Valencia CF,#FF671F,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p219240060.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10267.png,수비수,영국
1437,Defender,Germany,Max Rosenfelder,SC Freiburg,Nike Mercurial Superfly 8 Elite,22,186,막스 로젠펠더,300263022,프라이부르크,SC Freiburg,#BD1C2C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p263022.png,나이키 머큐리얼 슈퍼플라이 8 Elite,https://www.footballbootsdb.com/logos/boots/2022/04/624af67baf1fe.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8358.png,수비수,독일
1438,Defender,France,Maxence Lacroix,Crystal Palace,Nike Tiempo Legend 10 Elite,24,190,막상스 라크루아,287244067,크리스털 팰리스,Crystal Palace,#0055A5,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p287244067.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/9826.png,수비수,프랑스
1439,Defender,Germany,Maxim Leitsch,1. FSV Mainz 05,adidas X Crazyfast Elite LL,26,189,막시밀리안 라이트쉬,300234843,마인츠,1. FSV Mainz 05,#B8121C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p234843.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9905.png,수비수,독일
1440,Goalkeeper,France,Maxime Dupé,OGC Nice,adidas Copa Pure 2 Elite,31,188,막심 듀페,511204513,니스,OGC Nice,#181818,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p511204513.png,아디다스 코파 퓨어 2 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed99b4c3f73.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9831.png,골키퍼,프랑스
1441,Midfielder,Germany,Maximilian Arnold,VfL Wolfsburg,Nike Mercurial Superfly 9 Elite,30,184,막시밀리안 아르놀트,291206511,볼프스부르크,VfL Wolfsburg,#65B32E,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p291206511.png,나이키 머큐리얼 슈퍼플라이 9 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d009d3fbdc.png,https://images.fotmob.com/image_resources/logo/teamlogo/8721.png,미드필더,독일
1442,Forward,Germany,Maximilian Beier,Borussia Dortmund,adidas Predator Elite,22,185,막시밀리안 베이어,826254117,도르트문트,Borussia Dortmund,#D8A000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p826254117.png,아디다스 프레데터 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8e8e33c30.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9789.png,공격수,독일
1443,Forward,Germany,Maximilian Breunig,1. FC Heidenheim 1846,adidas X Crazyfast Elite,24,195,막시밀리안 브로이니히,300243537,하이덴하임,1. FC Heidenheim 1846,#E20613,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p243537.png,아디다스 X 크레이지페스트 Elite,https://www.footballbootsdb.com/logos/boots/2024/04/660adc06058c6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/94937.png,공격수,독일
1444,Midfielder,Germany,Maximilian Eggestein,SC Freiburg,adidas Predator Elite FT,28,181,막시밀리안 에게슈타인,826226168,프라이부르크,SC Freiburg,#BD1C2C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p226168.png,아디다스 프레데터 Elite FT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8d24b59c1.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8358.png,미드필더,독일
1445,Defender,England,Maximilian Kilman,West Ham United,Nike Tiempo Legend 10 Elite,27,194,맥시밀리언 킬먼,826245336,웨스트햄 유나이티드,West Ham United,#7B2B3A,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p826245336.png,나이키 티엠포 레전드 10 Elite,https://www.footballbootsdb.com/logos/boots/2024/10/67196ae75b2b2.png,https://images.fotmob.com/image_resources/logo/teamlogo/8654.png,수비수,영국
1446,Defender,Germany,Maximilian Mittelstädt,VfB Stuttgart,Nike Mercurial Vapor 15 Elite,27,180,막시밀리안 미텔슈테트,820227647,슈투트가르트,VfB Stuttgart,#D30029,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p820227647.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/10269.png,수비수,독일
1447,Forward,Germany,Maximilian Philipp,SC Freiburg,adidas X Speedportal 99 Leather.1,30,183,막시밀리안 필리프,300216497,프라이부르크,SC Freiburg,#BD1C2C,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p216497.png,아디다스 X 스피드포탈 99 Leather.1,https://www.footballbootsdb.com/logos/boots/2023/06/6492e7962e1f6.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8358.png,공격수,독일
1448,Defender,Germany,Maximilian Wittek,VfL Bochum,Nike Mercurial Vapor 15 Elite,29,173,막시밀리안 비텍,300224423,보훔,VfL Bochum,#0868B0,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p224423.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/9911.png,수비수,독일
1449,Forward,Côte d'Ivoire,Maxwel Cornet,Genoa CFC,adidas F50 Elite LL,28,179,맥스웰 코르네,221215798,제노아,Genoa CFC,CB1111,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p221215798.png,아디다스 F50 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/09/66ed8777be6c5.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/10233.png,공격수,코트디부아르
1450,Midfielder,Albania,Medon Berisha,US Lecce,adidas X Crazyfast Elite LL,21,186,메돈 베리샤,300271198,레체,US Lecce,#E12300,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p271198.png,아디다스 X 크레이지페스트 Elite LL,https://www.footballbootsdb.com/logos/boots/2024/04/660adfc293558.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9888.png,미드필더,알바니아
1451,Forward,Iran,Mehdi Taremi,Inter,adidas Copa Pure 2 Elite KT,32,185,메흐디 타레미,230241788,인테르 밀라노,Inter,#010E80,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/playersAction/p230241788.png,아디다스 코파 퓨어 2 Elite KT,https://www.footballbootsdb.com/logos/boots/2024/09/66ed97ff1268a.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/8636.png,공격수,이란
1452,Defender,France,Melvin Bard,OGC Nice,adidas F50 Elite,24,173,멜뱅 바르,300254548,니스,OGC Nice,#181818,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p254548.png,아디다스 F50 Elite,https://www.footballbootsdb.com/logos/boots/2024/09/66ed858132958.jpg,https://images.fotmob.com/image_resources/logo/teamlogo/9831.png,수비수,프랑스
1453,Goalkeeper,France,Melvin Zinga,Angers SCO,Nike Mercurial Vapor 15 Elite,22,187,멜빈 징가,300257395,앙제,Angers SCO,#000000,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/players/p257395.png,나이키 머큐리얼 베이퍼 15 Elite,https://www.footballbootsdb.com/logos/boots/2024/05/664d019fb62c0.png,https://images.fotmob.com/image_resources/logo/teamlogo/8121.png,골키퍼,프랑스
